SELL,133,31502,7500
BUY,134,31601,20000
BUY,135,31601,1000
BUY,136,31601,200
SELL,137,30501,1000
SELL,138,31502,7500
SELL,139,31502,7500
BUY,140,31601,20000
BUY,141,31601,1000
BUY,142,31601,200
SELL,143,30501,1000
SELL,144,31502,7500
SELL,145,31502,7500
BUY,146,31601,20000
BUY,147,31601,1000
BUY,148,31601,200
SELL,149,30501,1000
SELL,150,31502,7500
SELL,151,31502,7500
BUY,152,31601,20000
BUY,153,31601,1000
BUY,154,31601,200
SELL,155,30501,1000
SELL,156,31502,7500
SELL,157,31502,7500
BUY,158,31601,20000
BUY,159,31601,1000
BUY,160,31601,200
SELL,161,30501,1000
SELL,162,31502,7500
SELL,163,31502,7500
BUY,164,31601,20000
BUY,165,31601,1000
BUY,166,31601,200
SELL,167,30501,1000
SELL,168,31502,7500
SELL,169,31502,7500
BUY,170,31601,20000
BUY,171,31601,1000
BUY,172,31601,200
SELL,173,30501,1000
SELL,174,31502,7500
SELL,175,31502,7500
BUY,176,31601,20000
BUY,177,31601,1000
BUY,178,31601,200
SELL,179,30501,1000
SELL,180,31502,7500
SELL,181,31502,7500
BUY,182,31601,20000
BUY,183,31601,1000
BUY,184,31601,200
SELL,185,30501,1000
SELL,186,31502,7500
SELL,187,31502,7500
BUY,188,31601,20000
BUY,189,31601,1000
BUY,190,31601,200
SELL,191,30501,1000
SELL,192,31502,7500
SELL,193,31502,7500
BUY,194,31601,20000
BUY,195,31601,1000
BUY,196,31601,200
SELL,197,30501,1000
SELL,198,31502,7500
SELL,199,31502,7500
BUY,200,31601,20000
BUY,201,31601,1000
BUY,202,31601,200
SELL,203,30501,1000
SELL,204,31502,7500
SELL,205,31502,7500
BUY,206,31601,20000
BUY,207,31601,1000
BUY,208,31601,200
SELL,209,30501,1000
SELL,210,31502,7500
SELL,211,31502,7500
BUY,212,31601,20000
BUY,213,31601,1000
BUY,214,31601,200
SELL,215,30501,1000
SELL,216,31502,7500
SELL,217,31502,7500
BUY,218,31601,20000
BUY,219,31601,1000
BUY,220,31601,200
SELL,221,30501,1000
SELL,222,31502,7500
SELL,223,31502,7500
BUY,224,31601,20000
BUY,225,31601,1000
BUY,226,31601,200
SELL,227,30501,1000
SELL,228,31502,7500
SELL,229,31502,7500
BUY,230,31601,20000
BUY,231,31601,1000
BUY,232,31601,200
SELL,233,30501,1000
SELL,234,31502,7500
SELL,235,31502,7500
BUY,236,31601,20000
BUY,237,31601,1000
BUY,238,31601,200
SELL,239,30501,1000
SELL,240,31502,7500
SELL,241,31502,7500
BUY,242,31601,20000
BUY,243,31601,1000
BUY,244,31601,200
SELL,245,30501,1000
SELL,246,31502,7500
SELL,247,31502,7500
BUY,248,31601,20000
BUY,249,31601,1000
BUY,250,31601,200
SELL,251,30501,1000
SELL,252,31502,7500
SELL,253,31502,7500
BUY,254,31601,20000
BUY,255,31601,1000
BUY,256,31601,200
SELL,257,30501,1000
SELL,258,31502,7500
SELL,259,31502,7500
BUY,260,31601,20000
BUY,261,31601,1000
BUY,262,31601,200
SELL,263,30501,1000
SELL,264,31502,7500
SELL,265,31502,7500
BUY,266,31601,20000
BUY,267,31601,1000
BUY,268,31601,200
SELL,269,30501,1000
SELL,270,31502,7500
SELL,271,31502,7500
BUY,272,31601,20000
BUY,273,31601,1000
BUY,274,31601,200
SELL,275,30501,1000
SELL,276,31502,7500
SELL,277,31502,7500
BUY,278,31601,20000
BUY,279,31601,1000
BUY,280,31601,200
SELL,281,30501,1000
SELL,282,31502,7500
SELL,283,31502,7500
BUY,284,31601,20000
BUY,285,31601,1000
BUY,286,31601,200
SELL,287,30501,1000
SELL,288,31502,7500
SELL,289,31502,7500
BUY,290,31601,20000
BUY,291,31601,1000
BUY,292,31601,200
SELL,293,30501,1000
SELL,294,31502,7500
SELL,295,31502,7500
BUY,296,31601,20000
BUY,297,31601,1000
BUY,298,31601,200
SELL,299,30501,1000
SELL,300,31502,7500
SELL,301,31502,7500
BUY,302,31601,20000
BUY,303,31601,1000
BUY,304,31601,200
SELL,305,30501,1000
SELL,306,31502,7500
SELL,307,31502,7500
BUY,308,31601,20000
BUY,309,31601,1000
BUY,310,31601,200
SELL,311,30501,1000
SELL,312,31502,7500
SELL,313,31502,7500
BUY,314,31601,20000
BUY,315,31601,1000
BUY,316,31601,200
SELL,317,30501,1000
SELL,318,31502,7500
SELL,319,31502,7500
BUY,320,31601,20000
BUY,321,31601,1000
BUY,322,31601,200
SELL,323,30501,1000
SELL,324,31502,7500
SELL,325,31502,7500
BUY,326,31601,20000
BUY,327,31601,1000
BUY,328,31601,200
SELL,329,30501,1000
SELL,330,31502,7500
SELL,331,31502,7500
BUY,332,31601,20000
BUY,333,31601,1000
BUY,334,31601,200
SELL,335,30501,1000
SELL,336,31502,7500
SELL,337,31502,7500
BUY,338,31601,20000
BUY,339,31601,1000
BUY,340,31601,200
SELL,341,30501,1000
SELL,342,31502,7500
SELL,343,31502,7500
BUY,344,31601,20000
BUY,345,31601,1000
BUY,346,31601,200
SELL,347,30501,1000
SELL,348,31502,7500
SELL,349,31502,7500
BUY,350,31601,20000
BUY,351,31601,1000
BUY,352,31601,200
SELL,353,30501,1000
SELL,354,31502,7500
SELL,355,31502,7500
BUY,356,31601,20000
BUY,357,31601,1000
BUY,358,31601,200
SELL,359,30501,1000
SELL,360,31502,7500
SELL,361,31502,7500
BUY,362,31601,20000
BUY,363,31601,1000
BUY,364,31601,200
SELL,365,30501,1000
SELL,366,31502,7500
SELL,367,31502,7500
BUY,368,31601,20000
BUY,369,31601,1000
BUY,370,31601,200
SELL,371,30501,1000
SELL,372,31502,7500
SELL,373,31502,7500
BUY,374,31601,20000
BUY,375,31601,1000
BUY,376,31601,200
SELL,377,30501,1000
SELL,378,31502,7500
SELL,379,31502,7500
BUY,380,31601,20000
BUY,381,31601,1000
BUY,382,31601,200
SELL,383,30501,1000
SELL,384,31502,7500
SELL,385,31502,7500
BUY,386,31601,20000
BUY,387,31601,1000
BUY,388,31601,200
SELL,389,30501,1000
SELL,390,31502,7500
SELL,391,31502,7500
BUY,392,31601,20000
BUY,393,31601,1000
BUY,394,31601,200
SELL,395,30501,1000
SELL,396,31502,7500
SELL,397,31502,7500
BUY,398,31601,20000
BUY,399,31601,1000
BUY,400,31601,200
SELL,401,30501,1000
SELL,402,31502,7500
SELL,403,31502,7500
BUY,404,31601,20000
BUY,405,31601,1000
BUY,406,31601,200
SELL,407,30501,1000
SELL,408,31502,7500
SELL,409,31502,7500
BUY,410,31601,20000
BUY,411,31601,1000
BUY,412,31601,200
SELL,413,30501,1000
SELL,414,31502,7500
SELL,415,31502,7500
BUY,416,31601,20000
BUY,417,31601,1000
BUY,418,31601,200
SELL,419,30501,1000
SELL,420,31502,7500
SELL,421,31502,7500
BUY,422,31601,20000
BUY,423,31601,1000
BUY,424,31601,200
SELL,425,30501,1000
SELL,426,31502,7500
SELL,427,31502,7500
BUY,428,31601,20000
BUY,429,31601,1000
BUY,430,31601,200
SELL,431,30501,1000
SELL,432,31502,7500
SELL,433,31502,7500
BUY,434,31601,20000
BUY,435,31601,1000
BUY,436,31601,200
SELL,437,30501,1000
SELL,438,31502,7500
SELL,439,31502,7500
BUY,440,31601,20000
BUY,441,31601,1000
BUY,442,31601,200
SELL,443,30501,1000
SELL,444,31502,7500
SELL,445,31502,7500
BUY,446,31601,20000
BUY,447,31601,1000
BUY,448,31601,200
SELL,449,30501,1000
SELL,450,31502,7500
SELL,451,31502,7500
BUY,452,31601,20000
BUY,453,31601,1000
BUY,454,31601,200
SELL,455,30501,1000
SELL,456,31502,7500
SELL,457,31502,7500
BUY,458,31601,20000
BUY,459,31601,1000
BUY,460,31601,200
SELL,461,30501,1000
SELL,462,31502,7500
SELL,463,31502,7500
BUY,464,31601,20000
BUY,465,31601,1000
BUY,466,31601,200
SELL,467,30501,1000
SELL,468,31502,7500
SELL,469,31502,7500
BUY,470,31601,20000
BUY,471,31601,1000
BUY,472,31601,200
SELL,473,30501,1000
SELL,474,31502,7500
SELL,475,31502,7500
BUY,476,31601,20000
BUY,477,31601,1000
BUY,478,31601,200
SELL,479,30501,1000
SELL,480,31502,7500
SELL,481,31502,7500
BUY,482,31601,20000
BUY,483,31601,1000
BUY,484,31601,200
SELL,485,30501,1000
SELL,486,31502,7500
SELL,487,31502,7500
BUY,488,31601,20000
BUY,489,31601,1000
BUY,490,31601,200
SELL,491,30501,1000
SELL,492,31502,7500
SELL,493,31502,7500
BUY,494,31601,20000
BUY,495,31601,1000
BUY,496,31601,200
SELL,497,30501,1000
SELL,498,31502,7500
SELL,499,31502,7500
BUY,500,31601,20000
BUY,501,31601,1000
BUY,502,31601,200
SELL,503,30501,1000
SELL,504,31502,7500
SELL,505,31502,7500
BUY,506,31601,20000
BUY,507,31601,1000
BUY,508,31601,200
SELL,509,30501,1000
SELL,510,31502,7500
SELL,511,31502,7500
BUY,512,31601,20000
BUY,513,31601,1000
BUY,514,31601,200
SELL,515,30501,1000
SELL,516,31502,7500
SELL,517,31502,7500
BUY,518,31601,20000
BUY,519,31601,1000
BUY,520,31601,200
SELL,521,30501,1000
SELL,522,31502,7500
SELL,523,31502,7500
BUY,524,31601,20000
BUY,525,31601,1000
BUY,526,31601,200
SELL,527,30501,1000
SELL,528,31502,7500
SELL,529,31502,7500
BUY,530,31601,20000
BUY,531,31601,1000
BUY,532,31601,200
SELL,533,30501,1000
SELL,534,31502,7500
SELL,535,31502,7500
BUY,536,31601,20000
BUY,537,31601,1000
BUY,538,31601,200
SELL,539,30501,1000
SELL,540,31502,7500
SELL,541,31502,7500
BUY,542,31601,20000
BUY,543,31601,1000
BUY,544,31601,200
SELL,545,30501,1000
SELL,546,31502,7500
SELL,547,31502,7500
BUY,548,31601,20000
BUY,549,31601,1000
BUY,550,31601,200
SELL,551,30501,1000
SELL,552,31502,7500
SELL,553,31502,7500
BUY,554,31601,20000
BUY,555,31601,1000
BUY,556,31601,200
SELL,557,30501,1000
SELL,558,31502,7500
SELL,559,31502,7500
BUY,560,31601,20000
BUY,561,31601,1000
BUY,562,31601,200
SELL,563,30501,1000
SELL,564,31502,7500
SELL,565,31502,7500
BUY,566,31601,20000
BUY,567,31601,1000
BUY,568,31601,200
SELL,569,30501,1000
SELL,570,31502,7500
SELL,571,31502,7500
BUY,572,31601,20000
BUY,573,31601,1000
BUY,574,31601,200
SELL,575,30501,1000
SELL,576,31502,7500
SELL,577,31502,7500
BUY,578,31601,20000
BUY,579,31601,1000
BUY,580,31601,200
SELL,581,30501,1000
SELL,582,31502,7500
SELL,583,31502,7500
BUY,584,31601,20000
BUY,585,31601,1000
BUY,586,31601,200
SELL,587,30501,1000
SELL,588,31502,7500
SELL,589,31502,7500
BUY,590,31601,20000
BUY,591,31601,1000
BUY,592,31601,200
SELL,593,30501,1000
SELL,594,31502,7500
SELL,595,31502,7500
BUY,596,31601,20000
BUY,597,31601,1000
BUY,598,31601,200
SELL,599,30501,1000
SELL,600,31502,7500
SELL,601,31502,7500
BUY,602,31601,20000
BUY,603,31601,1000
BUY,604,31601,200
SELL,605,30501,1000
SELL,606,31502,7500
SELL,607,31502,7500
BUY,608,31601,20000
BUY,609,31601,1000
BUY,610,31601,200
SELL,611,30501,1000
SELL,612,31502,7500
SELL,613,31502,7500
BUY,614,31601,20000
BUY,615,31601,1000
BUY,616,31601,200
SELL,617,30501,1000
SELL,618,31502,7500
SELL,619,31502,7500
BUY,620,31601,20000
BUY,621,31601,1000
BUY,622,31601,200
SELL,623,30501,1000
SELL,624,31502,7500
SELL,625,31502,7500
BUY,626,31601,20000
BUY,627,31601,1000
BUY,628,31601,200
SELL,629,30501,1000
SELL,630,31502,7500
SELL,631,31502,7500
BUY,632,31601,20000
BUY,633,31601,1000
BUY,634,31601,200
SELL,635,30501,1000
SELL,636,31502,7500
SELL,637,31502,7500
BUY,638,31601,20000
BUY,639,31601,1000
BUY,640,31601,200
SELL,641,30501,1000
SELL,642,31502,7500
SELL,643,31502,7500
BUY,644,31601,20000
BUY,645,31601,1000
BUY,646,31601,200
SELL,647,30501,1000
SELL,648,31502,7500
SELL,649,31502,7500
BUY,650,31601,20000
BUY,651,31601,1000
BUY,652,31601,200
SELL,653,30501,1000
SELL,654,31502,7500
SELL,655,31502,7500
BUY,656,31601,20000
BUY,657,31601,1000
BUY,658,31601,200
SELL,659,30501,1000
SELL,660,31502,7500
SELL,661,31502,7500
BUY,662,31601,20000
BUY,663,31601,1000
BUY,664,31601,200
SELL,665,30501,1000
SELL,666,31502,7500
SELL,667,31502,7500
BUY,668,31601,20000
BUY,669,31601,1000
BUY,670,31601,200
SELL,671,30501,1000
SELL,672,31502,7500
SELL,673,31502,7500
BUY,674,31601,20000
BUY,675,31601,1000
BUY,676,31601,200
SELL,677,30501,1000
SELL,678,31502,7500
SELL,679,31502,7500
BUY,680,31601,20000
BUY,681,31601,1000
BUY,682,31601,200
SELL,683,30501,1000
SELL,684,31502,7500
SELL,685,31502,7500
BUY,686,31601,20000
BUY,687,31601,1000
BUY,688,31601,200
SELL,689,30501,1000
SELL,690,31502,7500
SELL,691,31502,7500
BUY,692,31601,20000
BUY,693,31601,1000
BUY,694,31601,200
SELL,695,30501,1000
SELL,696,31502,7500
SELL,697,31502,7500
BUY,698,31601,20000
BUY,699,31601,1000
BUY,700,31601,200
SELL,701,30501,1000
SELL,702,31502,7500
SELL,703,31502,7500
BUY,704,31601,20000
BUY,705,31601,1000
BUY,706,31601,200
SELL,707,30501,1000
SELL,708,31502,7500
SELL,709,31502,7500
BUY,710,31601,20000
BUY,711,31601,1000
BUY,712,31601,200
SELL,713,30501,1000
SELL,714,31502,7500
SELL,715,31502,7500
BUY,716,31601,20000
BUY,717,31601,1000
BUY,718,31601,200
SELL,719,30501,1000
SELL,720,31502,7500
SELL,721,31502,7500
BUY,722,31601,20000
BUY,723,31601,1000
BUY,724,31601,200
SELL,725,30501,1000
SELL,726,31502,7500
SELL,727,31502,7500
BUY,728,31601,20000
BUY,729,31601,1000
BUY,730,31601,200
SELL,731,30501,1000
SELL,732,31502,7500
SELL,733,31502,7500
BUY,734,31601,20000
BUY,735,31601,1000
BUY,736,31601,200
SELL,737,30501,1000
SELL,738,31502,7500
SELL,739,31502,7500
BUY,740,31601,20000
BUY,741,31601,1000
BUY,742,31601,200
SELL,743,30501,1000
SELL,744,31502,7500
SELL,745,31502,7500
BUY,746,31601,20000
BUY,747,31601,1000
BUY,748,31601,200
SELL,749,30501,1000
SELL,750,31502,7500
SELL,751,31502,7500
BUY,752,31601,20000
BUY,753,31601,1000
BUY,754,31601,200
SELL,755,30501,1000
SELL,756,31502,7500
SELL,757,31502,7500
BUY,758,31601,20000
BUY,759,31601,1000
BUY,760,31601,200
SELL,761,30501,1000
SELL,762,31502,7500
SELL,763,31502,7500
BUY,764,31601,20000
BUY,765,31601,1000
BUY,766,31601,200
SELL,767,30501,1000
SELL,768,31502,7500
SELL,769,31502,7500
BUY,770,31601,20000
BUY,771,31601,1000
BUY,772,31601,200
SELL,773,30501,1000
SELL,774,31502,7500
SELL,775,31502,7500
BUY,776,31601,20000
BUY,777,31601,1000
BUY,778,31601,200
SELL,779,30501,1000
SELL,780,31502,7500
SELL,781,31502,7500
BUY,782,31601,20000
BUY,783,31601,1000
BUY,784,31601,200
SELL,785,30501,1000
SELL,786,31502,7500
SELL,787,31502,7500
BUY,788,31601,20000
BUY,789,31601,1000
BUY,790,31601,200
SELL,791,30501,1000
SELL,792,31502,7500
SELL,793,31502,7500
BUY,794,31601,20000
BUY,795,31601,1000
BUY,796,31601,200
SELL,797,30501,1000
SELL,798,31502,7500
SELL,799,31502,7500
BUY,800,31601,20000
BUY,801,31601,1000
BUY,802,31601,200
SELL,803,30501,1000
SELL,804,31502,7500
SELL,805,31502,7500
BUY,806,31601,20000
BUY,807,31601,1000
BUY,808,31601,200
SELL,809,30501,1000
SELL,810,31502,7500
SELL,811,31502,7500
BUY,812,31601,20000
BUY,813,31601,1000
BUY,814,31601,200
SELL,815,30501,1000
SELL,816,31502,7500
SELL,817,31502,7500
BUY,818,31601,20000
BUY,819,31601,1000
BUY,820,31601,200
SELL,821,30501,1000
SELL,822,31502,7500
SELL,823,31502,7500
BUY,824,31601,20000
BUY,825,31601,1000
BUY,826,31601,200
SELL,827,30501,1000
SELL,828,31502,7500
SELL,829,31502,7500
BUY,830,31601,20000
BUY,831,31601,1000
BUY,832,31601,200
SELL,833,30501,1000
SELL,834,31502,7500
SELL,835,31502,7500
BUY,836,31601,20000
BUY,837,31601,1000
BUY,838,31601,200
SELL,839,30501,1000
SELL,840,31502,7500
SELL,841,31502,7500
BUY,842,31601,20000
BUY,843,31601,1000
BUY,844,31601,200
SELL,845,30501,1000
SELL,846,31502,7500
SELL,847,31502,7500
BUY,848,31601,20000
BUY,849,31601,1000
BUY,850,31601,200
SELL,851,30501,1000
SELL,852,31502,7500
SELL,853,31502,7500
BUY,854,31601,20000
BUY,855,31601,1000
BUY,856,31601,200
SELL,857,30501,1000
SELL,858,31502,7500
SELL,859,31502,7500
BUY,860,31601,20000
BUY,861,31601,1000
BUY,862,31601,200
SELL,863,30501,1000
SELL,864,31502,7500
SELL,865,31502,7500
BUY,866,31601,20000
BUY,867,31601,1000
BUY,868,31601,200
SELL,869,30501,1000
SELL,870,31502,7500
SELL,871,31502,7500
BUY,872,31601,20000
BUY,873,31601,1000
BUY,874,31601,200
SELL,875,30501,1000
SELL,876,31502,7500
SELL,877,31502,7500
BUY,878,31601,20000
BUY,879,31601,1000
BUY,880,31601,200
SELL,881,30501,1000
SELL,882,31502,7500
SELL,883,31502,7500
BUY,884,31601,20000
BUY,885,31601,1000
BUY,886,31601,200
SELL,887,30501,1000
SELL,888,31502,7500
SELL,889,31502,7500
BUY,890,31601,20000
BUY,891,31601,1000
BUY,892,31601,200
SELL,893,30501,1000
SELL,894,31502,7500
SELL,895,31502,7500
BUY,896,31601,20000
BUY,897,31601,1000
BUY,898,31601,200
SELL,899,30501,1000
SELL,900,31502,7500
SELL,901,31502,7500
BUY,902,31601,20000
BUY,903,31601,1000
BUY,904,31601,200
SELL,905,30501,1000
SELL,906,31502,7500
SELL,907,31502,7500
BUY,908,31601,20000
BUY,909,31601,1000
BUY,910,31601,200
SELL,911,30501,1000
SELL,912,31502,7500
SELL,913,31502,7500
BUY,914,31601,20000
BUY,915,31601,1000
BUY,916,31601,200
SELL,917,30501,1000
SELL,918,31502,7500
SELL,919,31502,7500
BUY,920,31601,20000
BUY,921,31601,1000
BUY,922,31601,200
SELL,923,30501,1000
SELL,924,31502,7500
SELL,925,31502,7500
BUY,926,31601,20000
BUY,927,31601,1000
BUY,928,31601,200
SELL,929,30501,1000
SELL,930,31502,7500
SELL,931,31502,7500
BUY,932,31601,20000
BUY,933,31601,1000
BUY,934,31601,200
SELL,935,30501,1000
SELL,936,31502,7500
SELL,937,31502,7500
BUY,938,31601,20000
BUY,939,31601,1000
BUY,940,31601,200
SELL,941,30501,1000
SELL,942,31502,7500
SELL,943,31502,7500
BUY,944,31601,20000
BUY,945,31601,1000
BUY,946,31601,200
SELL,947,30501,1000
SELL,948,31502,7500
SELL,949,31502,7500
BUY,950,31601,20000
BUY,951,31601,1000
BUY,952,31601,200
SELL,953,30501,1000
SELL,954,31502,7500
SELL,955,31502,7500
BUY,956,31601,20000
BUY,957,31601,1000
BUY,958,31601,200
SELL,959,30501,1000
SELL,960,31502,7500
SELL,961,31502,7500
BUY,962,31601,20000
BUY,963,31601,1000
BUY,964,31601,200
SELL,965,30501,1000
SELL,966,31502,7500
SELL,967,31502,7500
BUY,968,31601,20000
BUY,969,31601,1000
BUY,970,31601,200
SELL,971,30501,1000
SELL,972,31502,7500
SELL,973,31502,7500
BUY,974,31601,20000
BUY,975,31601,1000
BUY,976,31601,200
SELL,977,30501,1000
SELL,978,31502,7500
SELL,979,31502,7500
BUY,980,31601,20000
BUY,981,31601,1000
BUY,982,31601,200
SELL,983,30501,1000
SELL,984,31502,7500
SELL,985,31502,7500
BUY,986,31601,20000
BUY,987,31601,1000
BUY,988,31601,200
SELL,989,30501,1000
SELL,990,31502,7500
SELL,991,31502,7500
BUY,992,31601,20000
BUY,993,31601,1000
BUY,994,31601,200
SELL,995,30501,1000
SELL,996,31502,7500
SELL,997,31502,7500
BUY,998,31601,20000
BUY,999,31601,1000
BUY,1000,31601,200
SELL,1001,30501,1000
SELL,1002,31502,7500
SELL,1003,31502,7500
BUY,1004,31601,20000
BUY,1005,31601,1000
BUY,1006,31601,200
SELL,1007,30501,1000
SELL,1008,31502,7500
SELL,1009,31502,7500
BUY,1010,31601,20000
BUY,1011,31601,1000
BUY,1012,31601,200
SELL,1013,30501,1000
SELL,1014,31502,7500
SELL,1015,31502,7500
BUY,1016,31601,20000
BUY,1017,31601,1000
BUY,1018,31601,200
SELL,1019,30501,1000
SELL,1020,31502,7500
SELL,1021,31502,7500
BUY,1022,31601,20000
BUY,1023,31601,1000
BUY,1024,31601,200
SELL,1025,30501,1000
SELL,1026,31502,7500
SELL,1027,31502,7500
BUY,1028,31601,20000
BUY,1029,31601,1000
BUY,1030,31601,200
SELL,1031,30501,1000
SELL,1032,31502,7500
SELL,1033,31502,7500
BUY,1034,31601,20000
BUY,1035,31601,1000
BUY,1036,31601,200
SELL,1037,30501,1000
SELL,1038,31502,7500
SELL,1039,31502,7500
BUY,1040,31601,20000
BUY,1041,31601,1000
BUY,1042,31601,200
SELL,1043,30501,1000
SELL,1044,31502,7500
SELL,1045,31502,7500
BUY,1046,31601,20000
BUY,1047,31601,1000
BUY,1048,31601,200
SELL,1049,30501,1000
SELL,1050,31502,7500
SELL,1051,31502,7500
BUY,1052,31601,20000
BUY,1053,31601,1000
BUY,1054,31601,200
SELL,1055,30501,1000
SELL,1056,31502,7500
SELL,1057,31502,7500
BUY,1058,31601,20000
BUY,1059,31601,1000
BUY,1060,31601,200
SELL,1061,30501,1000
SELL,1062,31502,7500
SELL,1063,31502,7500
BUY,1064,31601,20000
BUY,1065,31601,1000
BUY,1066,31601,200
SELL,1067,30501,1000
SELL,1068,31502,7500
SELL,1069,31502,7500
BUY,1070,31601,20000
BUY,1071,31601,1000
BUY,1072,31601,200
SELL,1073,30501,1000
SELL,1074,31502,7500
SELL,1075,31502,7500
BUY,1076,31601,20000
BUY,1077,31601,1000
BUY,1078,31601,200
SELL,1079,30501,1000
SELL,1080,31502,7500
SELL,1081,31502,7500
BUY,1082,31601,20000
BUY,1083,31601,1000
BUY,1084,31601,200
SELL,1085,30501,1000
SELL,1086,31502,7500
SELL,1087,31502,7500
BUY,1088,31601,20000
BUY,1089,31601,1000
BUY,1090,31601,200
SELL,1091,30501,1000
SELL,1092,31502,7500
SELL,1093,31502,7500
BUY,1094,31601,20000
BUY,1095,31601,1000
BUY,1096,31601,200
SELL,1097,30501,1000
SELL,1098,31502,7500
SELL,1099,31502,7500
BUY,1100,31601,20000
BUY,1101,31601,1000
BUY,1102,31601,200
SELL,1103,30501,1000
SELL,1104,31502,7500
SELL,1105,31502,7500
BUY,1106,31601,20000
BUY,1107,31601,1000
BUY,1108,31601,200
SELL,1109,30501,1000
SELL,1110,31502,7500
SELL,1111,31502,7500
BUY,1112,31601,20000
BUY,1113,31601,1000
BUY,1114,31601,200
SELL,1115,30501,1000
SELL,1116,31502,7500
SELL,1117,31502,7500
BUY,1118,31601,20000
BUY,1119,31601,1000
BUY,1120,31601,200
SELL,1121,30501,1000
SELL,1122,31502,7500
SELL,1123,31502,7500
BUY,1124,31601,20000
BUY,1125,31601,1000
BUY,1126,31601,200
SELL,1127,30501,1000
SELL,1128,31502,7500
SELL,1129,31502,7500
BUY,1130,31601,20000
BUY,1131,31601,1000
BUY,1132,31601,200
SELL,1133,30501,1000
SELL,1134,31502,7500
SELL,1135,31502,7500
BUY,1136,31601,20000
BUY,1137,31601,1000
BUY,1138,31601,200
SELL,1139,30501,1000
SELL,1140,31502,7500
SELL,1141,31502,7500
BUY,1142,31601,20000
BUY,1143,31601,1000
BUY,1144,31601,200
SELL,1145,30501,1000
SELL,1146,31502,7500
SELL,1147,31502,7500
BUY,1148,31601,20000
BUY,1149,31601,1000
BUY,1150,31601,200
SELL,1151,30501,1000
SELL,1152,31502,7500
SELL,1153,31502,7500
BUY,1154,31601,20000
BUY,1155,31601,1000
BUY,1156,31601,200
SELL,1157,30501,1000
SELL,1158,31502,7500
SELL,1159,31502,7500
BUY,1160,31601,20000
BUY,1161,31601,1000
BUY,1162,31601,200
SELL,1163,30501,1000
SELL,1164,31502,7500
SELL,1165,31502,7500
BUY,1166,31601,20000
BUY,1167,31601,1000
